,Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
1074,00:05:53:05,00:05:55:19,"They are bugs,","están biches,",,,carmen,coca
1075,00:05:55:19,00:05:58:18,They are very buggy.,están muy biches.,,,carmen,coca
1076,00:05:58:18,00:06:01:18,"On the other hand, this one is already good.","En cambio, este ya está bueno.",,,carmen,coca
1077,00:06:01:20,00:06:04:09,So when one is collecting nothing,Entonces cuando uno está recogiendo nada,,,carmen,coca
1078,00:06:04:09,00:06:08:10,"collect these more, the ones that are like more","más recoge estas, las que están como más",,,carmen,coca
1079,00:06:08:12,00:06:10:15,already like jecha,ya como jecha,,,carmen,coca
1080,00:06:10:15,00:06:13:14,"and leave this, only this.","y deja esto, solo esto.",,,carmen,coca
1081,00:06:16:17,00:06:19:19,"Are plants asked for permission to do,","¿Se les pide permiso a las plantas para hacer,",,,carmen,coca
1082,00:06:19:19,00:06:24:01,like to remove the sheets or,como para retirarle las hojas o,,,carmen,coca
1083,00:06:24:06,00:06:25:21,Is it an equally natural process?,es un proceso igual natural?,,,carmen,coca
1084,00:06:25:21,00:06:29:13,"No, it's the same, just the same","No, es igual, igual solo",,,carmen,coca
1085,00:06:29:13,00:06:31:11,that when removing the leaves,que al quitarle las hojas,,,carmen,coca
1086,00:06:31:11,00:06:34:08,"You just don't have to mistreat them,","solamente no hay que maltratarlos,",,,carmen,coca
1087,00:06:34:10,00:06:35:20,but to keep taking,sino que ir cogiendo,,,carmen,coca
1088,00:06:35:20,00:06:40:17,"only these leaves,","solamente estas hojas,",,,carmen,coca
1089,00:06:40:19,00:06:42:12,"do not mistreat them,","no maltratarlas,",,,carmen,coca
1090,00:06:42:12,00:06:45:04,"Don't hurt this one,","no hacerle daño a este,",,,carmen,coca
1091,00:06:45:04,00:06:48:04,"because this is a new one that is coming out,","porque este es nuevo que está saliendo,",,,carmen,coca
1092,00:06:48:08,00:06:51:06,"This is new, so you don't have to remove this one,","este es nuevo, entonces no hay que quitar este,",,,carmen,coca
1093,00:06:51:06,00:06:54:02,but just get here.,sino llegar hasta aquí nomás.,,,carmen,coca
1094,00:06:54:02,00:06:55:17,Know the plant.,Conocer la planta.,,,carmen,coca
1095,00:06:55:17,00:06:59:21,"Yes, leave this one, because this one is for the next one","Si, ya dejar este, porque este ya es para el próximo",,,carmen,coca
1096,00:06:59:22,00:07:02:09,consumption.,consumo.,,,carmen,coca
1097,00:07:02:09,00:07:03:21,Untill there.,Hasta ahí.,,,carmen,coca
1098,00:07:03:21,00:07:05:22,And men do something,¿Y los hombres hacen algo,,,carmen,coca
1099,00:07:05:22,00:07:09:20,also for the poporo process with the shell?,también para el proceso de poporo con la concha?,,,carmen,coca
1100,00:07:09:22,00:07:11:09,"Yes, with the shell.","Sí, con la concha.",,,carmen,coca
1101,00:07:11:09,00:07:14:06,And what is the process you do?,¿Y que es el proceso que hace?,,,carmen,coca
1102,00:07:14:06,00:07:16:21,They collect the shell from the sea,Ellos recogen la concha del mar,,,carmen,coca
1103,00:07:16:21,00:07:20:11,They bring it and burn it,la traen y la queman,,,carmen,coca
1104,00:07:20:13,00:07:23:13,with,con,,,carmen,coca
1105,00:07:23:18,00:07:26:05,"palm of… with palm stick,","palma de… con palito de palma,",,,carmen,coca
1106,00:07:26:05,00:07:29:18,They burn it and it turns to dust,la queman y se vuelve polvo,,,carmen,coca
1107,00:07:29:20,00:07:34:06,and that's what they throw her in the dungeon,y eso la echan en el calabazo,,,carmen,coca
1108,00:07:34:08,00:07:35:22,and consume it,y la consumen,,,carmen,coca
1109,00:07:35:22,00:07:40:01,with this.,con esto.,,,carmen,coca
1110,00:07:40:03,00:07:44:22,From what age can plants be collected?,¿Desde qué edad se pueden recoger las plantas?,,,carmen,coca
1111,00:07:45:00,00:07:46:21,From what age do we collect it?,¿Desde qué edad la recogemos?,,,carmen,coca
1112,00:07:46:21,00:07:51:03,"At the age of six, seven years","A la edad de seis, siete años",,,carmen,coca
1113,00:07:51:03,00:07:53:23,The girls now accompany their mother,ya las niñas acompañan a la mamá,,,carmen,coca
1114,00:07:53:23,00:07:56:20,to see and,a ver y,,,carmen,coca
1115,00:07:56:20,00:07:57:08,already…,ya…,,,carmen,coca
1116,00:07:57:08,00:07:57:22,and to her,ya ella,,,carmen,coca
1117,00:07:57:22,00:08:01:10,"is collecting the leaves,","está recogiendo las hojitas,",,,carmen,coca
1118,00:08:01:12,00:08:04:14,one tells him how he is going to do it,uno le dice como va a hacer,,,carmen,coca
1119,00:08:04:14,00:08:06:06,and they go,y ellas van,,,carmen,coca
1120,00:08:06:06,00:08:07:15,learning.,aprendiendo.,,,carmen,coca
1121,00:08:07:15,00:08:10:08,"Yes,","Si,",,,carmen,coca
1122,00:08:10:08,00:08:11:00,and then,y pues,,,carmen,coca
1123,00:08:11:00,00:08:15:03,"there are many plants here, how many,","son muchas plantas aquí, cuánto,",,,carmen,coca
1124,00:08:15:05,00:08:17:19,"I don't know, how much do they collect each time?","no sé, ¿cuánto recogen cada vez?",,,carmen,coca
1125,00:08:17:19,00:08:20:03,"What we need, a backpack","Lo que necesitamos, una mochila",,,carmen,coca
1126,00:08:20:03,00:08:26:13,"two backpacks and tomorrow again and so on, whatever we need.","dos mochilas y mañana otra vez y así, lo que necesitemos.",,,carmen,coca
1127,00:08:26:15,00:08:30:06,"The work is constant.
As?","Es constante el trabajo.
¿Cómo?",,,carmen,coca
1128,00:08:30:08,00:08:31:18,"I mean, they constantly collect.",Ósea como que constantemente recogen.,,,carmen,coca
1129,00:08:31:18,00:08:33:03,"Yes, yes, always.","Sí, sí, siempre.",,,carmen,coca
1130,00:08:33:03,00:08:35:07,When we see that,Cuando ya vemos que,,,carmen,coca
1131,00:08:35:07,00:08:37:07,"our husbands are already running out,","nuestros esposos ya se le está acabando,",,,carmen,coca
1132,00:08:37:07,00:08:39:00,We go and pick it up.,vamos y la recogemos.,,,carmen,coca
1133,00:08:39:00,00:08:41:13,And I see that men also share leaves.,Y veo que los hombres también comparten hojas.,,,carmen,coca
1134,00:08:41:13,00:08:46:03,"If they share it, it is a means of greeting.","Si ellos la comparten, es un medio de saludo.",,,carmen,coca
1135,00:08:46:05,00:08:50:00,"This is not how you greet with your hand, but only the","No se saluda así con la mano, sino solamente la",,,carmen,coca
1136,00:08:50:02,00:08:50:18,you share,compartes.,,,carmen,coca
1137,00:08:50:18,00:08:53:23,That's called sharing.,Eso se llama compartir.,,,carmen,coca
1138,00:09:05:08,00:09:08:18,"Yes, they share","Sí, ellos comparten",,,carmen,coca
1139,00:09:08:20,00:09:11:05,the coke like that to the other,la coca así al otro,,,carmen,coca
1140,00:09:11:05,00:09:16:10,and the other shares.,y él otro comparte.,,,carmen,coca
1141,00:09:27:21,00:09:29:15,One picks these seeds,Uno coge estas semillas,,,carmen,coca
1142,00:09:29:15,00:09:32:20,and he plants them in another place and it is born.,y las siembra en otro lugar y ya nace.,,,carmen,coca
1143,00:09:35:09,00:09:37:14,Sometimes the leaves,"A veces las hojas,",,,carmen,coca
1144,00:09:37:14,00:09:41:02,"We use the leaves as medicine,","las hojas la utilizamos como medicina,",,,carmen,coca
1145,00:09:41:04,00:09:44:16,"It is used for... like for headaches, for ailments,","sirve para… como para dolor de cabeza, para dolencias,",,,carmen,coca
1146,00:09:44:16,00:09:45:20,for pain inside the body.,para dolor dentro del cuerpo.,,,carmen,coca
1147,00:09:45:20,00:09:49:04,"One takes enough leaves, cooks them","Uno coge bastantes hojas, las cocina",,,carmen,coca
1148,00:09:49:06,00:09:51:21,and with that he bathes.,y con eso se baña.,,,carmen,coca
1149,00:09:51:21,00:09:53:23,"Yes, and that calms","Sí, y eso calma",,,carmen,coca
1150,00:09:53:23,00:09:56:15,pain.,dolor.,,,carmen,coca
1151,00:09:57:13,00:09:59:20,This would be the seed.,Esta sería la semilla.,,,carmen,coca
1152,00:09:59:20,00:10:01:00,It is not bad.,No es mala.,,,carmen,coca
1153,00:10:01:00,00:10:05:06,You can take it home as a decoration for the house.,Puede llevar para la casa como adorno a la casa.,,,carmen,coca
1154,00:10:05:06,00:10:08:17,No problem.,No pasa nada.,,,carmen,coca
1155,00:10:08:19,00:10:11:19,Isn't that prohibited?,"¿Eso no es prohibido,",,,carmen,coca
1156,00:10:11:19,00:10:13:13,how do you cook then?,como se cocina entonces?,,,carmen,coca
1157,00:10:15:00,00:10:18:22,"Take plenty of leaves and cook with other plants,","Coge bastante hoja y cocina con otras plantas,",,,carmen,coca
1158,00:10:18:22,00:10:24:17,"like when the child has the flu that gives him a little pain,","como cuando el niño tiene gripa que le da como dolorcito,",,,carmen,coca
1159,00:10:24:19,00:10:27:14,"headache, pain all over the body,","dolor de cabeza, dolor en todo el cuerpo,",,,carmen,coca
1160,00:10:27:14,00:10:32:04,"then take lemon leaves, lemon leaf, several leaves","entonces coge hojitas de limón, hoja de limón, varias hojas",,,carmen,coca
1161,00:10:32:06,00:10:35:23,"They are used for the flu and you take a lot of this and put it on,","que sirven para la gripa y esto coge bastante y se lo echa,",,,carmen,coca
1162,00:10:36:01,00:10:39:17,It is cooked and when it is already medium cold,se cocina y cuando este ya como medio frío,,,carmen,coca
1163,00:10:39:22,00:10:44:17,you bathe with it or the baby or the person,se baña con eso o al bebé o la persona,,,carmen,coca
1164,00:10:44:19,00:10:47:19,and also the leaves can cook,y también las hojas puede cocinar,,,carmen,coca
1165,00:10:47:22,00:10:52:11,about five or ten leaves and cook enough,como cinco o diez hojitas y cocinar bastante,,,carmen,coca
1166,00:10:52:13,00:10:54:19,and drink with tea.,y tomar con té.,,,carmen,coca
1167,00:10:54:19,00:10:57:01,Tea that also works,Té que también sirve,,,carmen,coca
1168,00:10:57:01,00:11:00:15,as for the pain,como para el dolor,,,carmen,coca
1169,00:11:02:18,00:11:06:11,"Yes, then the kill is not bad.","Sí, entonces no es mala la mata.",,,carmen,coca
1170,00:11:12:18,00:11:16:13,"I looked at how it turned out, now","Miré cómo quedó, ya",,,carmen,coca
1171,00:11:16:15,00:11:23:16,"It is, it was left without leaves.","está, quedó sin hojas.",,,carmen,coca
1172,00:11:24:12,00:11:27:01,To be reborn again in,¿Para renacer de nuevo en,,,carmen,coca
1173,00:11:27:01,00:11:28:11,two weeks?,dos semanas?,,,carmen,coca
1174,00:11:28:11,00:11:35:09,"In two weeks that's it, it's already growing leaves.","En dos semanas ya está, ya le salen hojas.",,,carmen,coca
1175,00:00:05:14,00:00:06:23,"So, first of all.","Entonces, primero que todo.",,,carmen,tejiendo
1176,00:00:06:23,00:00:09:23,What are they doing here?,¿Qué están haciendo acá?,,,carmen,tejiendo
1177,00:00:10:03,00:00:11:14,Hey,Eh,,,carmen,tejiendo
1178,00:00:11:14,00:00:14:10,"Well, good night.","bueno, buenas noches.",,,carmen,tejiendo
1179,00:00:14:23,00:00:18:11,In the name of the xxxx,En nombre de las xxxx,,,carmen,tejiendo
1180,00:00:19:09,00:00:22:23,Here we meet every,"Aquí nos reunimos cada,",,,carmen,tejiendo
1181,00:00:23:01,00:00:26:01,every 20 or 15 days and,cada 20 o 15 días y,,,carmen,tejiendo
1182,00:00:29:19,00:00:32:19,"So we enter here,","pues entramos aquí,",,,carmen,tejiendo
1183,00:00:32:20,00:00:34:06,Only women.,sólo mujeres.,,,carmen,tejiendo
1184,00:00:34:06,00:00:36:08,Only women,Solo mujeres,,,carmen,tejiendo
1185,00:00:36:08,00:00:38:15,"to talk,","para conversar,",,,carmen,tejiendo
1186,00:00:38:15,00:00:40:01,for,para,,,carmen,tejiendo
1187,00:00:40:01,00:00:42:22,"weave,","tejer,",,,carmen,tejiendo
1188,00:00:42:22,00:00:44:13,to guide us.,para guiarnos.,,,carmen,tejiendo
1189,00:00:44:13,00:00:45:22,"Well,","Bueno,",,,carmen,tejiendo
1190,00:00:45:22,00:00:48:13,talk to each other.,hablar entre nosotras.,,,carmen,tejiendo
1191,00:00:50:09,00:00:51:06,"So everything,","Así todo,",,,carmen,tejiendo
1192,00:00:51:06,00:00:54:18,every 20 or 15 days we meet.,cada 20 o 15 días nos reunimos.,,,carmen,tejiendo
1193,00:00:54:19,00:00:57:18,"And the time we last here,","Y el tiempo que duramos aquí,",,,carmen,tejiendo
1194,00:00:57:18,00:00:59:21,"Well, we lasted five days.",pues duramos cinco días.,,,carmen,tejiendo
1195,00:00:59:21,00:01:02:20,All night until midnight.,Toda la noche hasta medianoche.,,,carmen,tejiendo
1196,00:01:02:20,00:01:06:01,Concentrating.,Concentrándonos.,,,carmen,tejiendo
1197,00:01:06:03,00:01:06:16,"Yeah,","Sí,",,,carmen,tejiendo
1198,00:01:06:16,00:01:09:20,because this is ours,porque este es nuestro,,,carmen,tejiendo
1199,00:01:09:21,00:01:11:06,job.,trabajo.,,,carmen,tejiendo
1200,00:01:11:06,00:01:15:11,"Because when Mother Earth was created,","Porque cuando se creó la Madre tierra,",,,carmen,tejiendo
1201,00:01:15:12,00:01:18:19,"Hey,","Eh,",,,carmen,tejiendo
1202,00:01:18:21,00:01:22:23,called Mother xxxx.,llamada Madre xxxx.,,,carmen,tejiendo
1203,00:01:23:01,00:01:26:12,So when mother earth was created we,Entonces cuando se creó la madre tierra nos,,,carmen,tejiendo
1204,00:01:26:14,00:01:28:22,entrusted,encomendaron,,,carmen,tejiendo
1205,00:01:28:22,00:01:31:12,to take care of mother earth.,a cuidar la madre tierra.,,,carmen,tejiendo
1206,00:01:31:12,00:01:35:21,And one of those things is that,Y pues una de esas cosas es que,,,carmen,tejiendo
1207,00:01:36:00,00:01:41:02,Let's concentrate on knitting.,nos concentremos tejiendo.,,,carmen,tejiendo
1208,00:01:41:04,00:01:44:14,"That's why when we pack the backpacks,","Por eso cuando hacemos las mochilas,",,,carmen,tejiendo
1209,00:01:44:16,00:01:46:22,backpacks are made,las mochilas se hacen,,,carmen,tejiendo
1210,00:01:46:22,00:01:49:06,"of everything we think,","de todo lo que pensamos,",,,carmen,tejiendo
1211,00:01:49:06,00:01:52:06,the backpack is woven.,se teje la mochila.,,,carmen,tejiendo
1212,00:01:53:06,00:01:56:13,"Here when we are knitting we have to be thinking,","Acá cuando estamos tejiendo hay que estar pensando,",,,carmen,tejiendo
1213,00:01:56:15,00:02:00:15,"In other words, have positive thinking.","ósea, tener pensamiento positivo.",,,carmen,tejiendo
1214,00:02:00:17,00:02:02:22,"So that the backpack,","Para que la mochila,",,,carmen,tejiendo
1215,00:02:02:22,00:02:06:14,"because we make the backpacks for our husbands,","porque las mochilas las hacemos para nuestros esposos,",,,carmen,tejiendo
1216,00:02:06:16,00:02:09:22,for our parents.,para nuestros padres.,,,carmen,tejiendo
1217,00:02:09:23,00:02:11:21,So that's why we have to do,"Entonces, por eso tenemos que hacer",,,carmen,tejiendo
1218,00:02:11:21,00:02:15:11,the backpacks thinking,las mochilas pensando,,,carmen,tejiendo
1219,00:02:15:13,00:02:19:04,"well, have a positive thought,","bueno, tener un pensamiento positivo,",,,carmen,tejiendo
1220,00:02:19:06,00:02:21:02,so that those backpacks,para que esas mochilas,,,carmen,tejiendo
1221,00:02:21:02,00:02:25:20,The person who is going to have it will do well.,la persona que lo vaya a tener pues le vaya bien.,,,carmen,tejiendo
1222,00:02:28:08,00:02:30:04,The backpacks,Las mochilas,,,carmen,tejiendo
1223,00:02:30:04,00:02:32:11,you see that,tú lo ve que,,,carmen,tejiendo
1224,00:02:32:11,00:02:34:13,starts in a circle and,comienza en un círculo y,,,carmen,tejiendo
1225,00:02:34:13,00:02:37:02,"circle, circle,","círculo, círculo,",,,carmen,tejiendo
1226,00:02:37:02,00:02:38:17,does not have…,no tiene…,,,carmen,tejiendo
1227,00:02:38:17,00:02:42:18,"If you keep weaving it, it has no end.","Si usted lo sigue tejiendo, no tiene un fin.",,,carmen,tejiendo
1228,00:02:42:20,00:02:44:14,"That is not a closed circle,","Ese no es un círculo cerrado,",,,carmen,tejiendo
1229,00:02:44:14,00:02:47:13,but a continuous circle.,sino un círculo continuo.,,,carmen,tejiendo
1230,00:02:47:13,00:02:49:15,"So this is how mother earth was created,","Entonces así se creó la madre tierra,",,,carmen,tejiendo
1231,00:02:49:15,00:02:53:12,then the backpack is made the same way.,entonces así mismo se hace la mochila.,,,carmen,tejiendo
1232,00:02:53:14,00:02:56:19,"Yes, that's why it's in circles.","Sí, por eso está en círculos.",,,carmen,tejiendo
1233,00:02:56:21,00:03:00:06,And here you see our,Y aquí usted ve nuestro,,,carmen,tejiendo
1234,00:03:00:06,00:03:03:07,roof is made of circles,techo está hecho de círculos,,,carmen,tejiendo
1235,00:03:03:09,00:03:05:20,up and up,hasta arriba y arriba,,,carmen,tejiendo
1236,00:03:05:20,00:03:09:05,"It ends in a point, but it ends in circles.","termina en puntico, pero termina en círculos.",,,carmen,tejiendo
1237,00:03:09:07,00:03:10:06,"And the xxxx,","Y las xxxx,",,,carmen,tejiendo
